,metric,step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,importance
629,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,,0.09543123098396783
628,jaccard,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,,0.09437811708403156
997,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,,0.09113343443967331
1001,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_3grams,,,0.06183575384240987
1000,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_3grams,,,0.046701942236253034
624,jaccard,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,,,,0.02614431140133821
996,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,,0.025468738576346614
633,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,get_3grams,,,0.021437792886584796
992,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,,,,0.020773378459813047
1005,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_4grams,,,0.0182493727904848
132,jaccard,sentence_to_doc,get_tokens,lemmatize_tokens,get_characters,get_2grams,,,,0.016990853800333064
993,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,,,,0.013125967702004488
352,jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,get_characters,,,,,0.01059307965075094
580,jaccard,sentence_to_doc,get_tokens,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,,0.010291088259531584
577,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,remove_non_alnum,get_characters,,,,0.00963025811056725
576,jaccard,sentence_to_doc,get_tokens,lemmatize_tokens,remove_non_alnum,get_characters,,,,0.008839969398250847
356,jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,get_characters,get_2grams,,,,0.008739616204092868
945,cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,,,,0.007300720510942466
129,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,get_characters,,,,,0.006499961728233953
625,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,,,,0.006356053898571133
353,cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,get_characters,,,,,0.00578572244636965
1316,jaccard,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,0.00539740422978489
632,jaccard,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,get_3grams,,,0.005270217135650268
128,jaccard,sentence_to_doc,get_tokens,lemmatize_tokens,get_characters,,,,,0.0050553397169175686
1317,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,0.004983641857271618
1008,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,,,,0.0042535274208344515
1009,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,,,,0.004004015953300815
1313,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,,,0.003310472233831309
1004,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_4grams,,,0.0031473463336982336
357,cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,get_characters,get_2grams,,,,0.0030214141073873465
379,manhattan,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_3grams,,,,0.0024942859223627627
465,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,,,,,0.002432302129207543
641,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,remove_non_alnum,,,,0.0024074725553693936
1230,euclidean,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,get_characters,get_4grams,,,0.0023146354511488117
469,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_2grams,,,,0.0021883362303889518
637,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,get_4grams,,,0.0021045278297227225
640,jaccard,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,remove_non_alnum,,,,0.0019519142903789395
1226,euclidean,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,get_characters,get_3grams,,,0.0019067221529908192
133,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,get_characters,get_2grams,,,,0.0019008206119943876
210,euclidean,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,,,,,0.001875882282542824
948,jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,,0.0017819019068247741
383,manhattan,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_4grams,,,,0.0017588322629559121
406,euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_2grams,,,,0.001725325192510916
862,euclidean,sentence_to_doc,get_tokens,get_stopwords,get_synsets,get_characters,get_4grams,,,0.0017199427674140751
858,euclidean,sentence_to_doc,get_tokens,get_stopwords,get_synsets,get_characters,get_3grams,,,0.0016434028830804384
636,jaccard,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,get_4grams,,,0.0016061304589765368
944,jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,,,,0.001595376987677087
863,manhattan,sentence_to_doc,get_tokens,get_stopwords,get_synsets,get_characters,get_4grams,,,0.0015234214836701322
964,jaccard,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_2grams,,,0.0014936534533858032
468,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_2grams,,,,0.0014827428033005103
342,euclidean,sentence_to_doc,get_tokens,get_stopwords,get_synsets,get_2grams,,,,0.0014547580297449483
1238,euclidean,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,remove_non_alnum,get_2grams,,,0.0014543648441547661
211,manhattan,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,,,,,0.0014095199510053354
693,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,get_characters,get_2grams,,,0.001352367989727836
410,euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_3grams,,,,0.0013520846764932255
593,cosine,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_characters,,,,0.0013344167680978986
1037,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_4grams,,,0.0012888463354811036
407,manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_2grams,,,,0.0012566521969987153
1065,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_3grams,,,0.0012422391145899396
1600,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,,,0.0012408166596373103
273,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,,,,,0.0012021305241114353
669,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,get_characters,get_4grams,,,0.0011790709894093365
375,manhattan,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_2grams,,,,0.0011534167544716024
581,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,,0.0011528343732022175
241,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,,,,,0.001152264548237009
859,manhattan,sentence_to_doc,get_tokens,get_stopwords,get_synsets,get_characters,get_3grams,,,0.001132934124735366
1060,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_2grams,,,0.001131863308405457
1601,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,,,0.0011277022144876817
11,manhattan,sentence_to_doc,get_tokens,get_pos_tags,get_3grams,,,,,0.0011202587842862178
326,euclidean,sentence_to_doc,get_tokens,get_stopwords,get_token_text,get_2grams,,,,0.0011117411713664513
1628,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_characters,get_4grams,,0.0011066282825407203
977,cosine,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,,,,0.0010682384817597573
415,manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_4grams,,,,0.001056477721956868
980,jaccard,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_2grams,,,0.0010484564006164809
1341,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,remove_non_alnum,get_characters,get_4grams,,0.001021296772978911
1061,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_2grams,,,0.001013978108215215
382,euclidean,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_4grams,,,,0.0010039658168453961
949,cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,,0.0009989146816944071
414,euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_4grams,,,,0.0009956205160229711
550,euclidean,sentence_to_doc,chunk_NEs,get_stopwords,get_token_text,get_2grams,,,,0.000989660966935812
236,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_pos_tags,get_4grams,,,,0.0009881487460533399
1057,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,,,,0.0009692356506730638
237,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_pos_tags,get_4grams,,,,0.0009497706370567306
1227,manhattan,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,get_characters,get_3grams,,,0.0009491756764058087
244,jaccard,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_2grams,,,,0.0009374739652829075
65,cosine,sentence_to_doc,chunk_NEs,get_pos_tags,,,,,,0.0009280890681031136
987,manhattan,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_3grams,,,0.0009254827901056237
867,manhattan,sentence_to_doc,get_tokens,get_stopwords,get_synsets,remove_non_alnum,,,,0.0009047290040820881
77,cosine,sentence_to_doc,chunk_NEs,get_pos_tags,get_4grams,,,,,0.0008945001267429209
688,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,get_characters,,,,0.0008875826576150101
619,manhattan,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,get_characters,get_3grams,,,0.0008862968489367848
5,cosine,sentence_to_doc,get_tokens,get_pos_tags,get_2grams,,,,,0.0008860506626543698
1231,manhattan,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,get_characters,get_4grams,,,0.0008790814816619924
389,cosine,sentence_to_doc,chunk_NEs,get_token_text,get_characters,get_2grams,,,,0.0008764828995262709
403,manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,,,,,0.0008606519219835696
1175,manhattan,sentence_to_doc,chunk_NEs,get_stopwords,lemmatize_tokens,remove_non_alnum,get_2grams,,,0.0008553840232227445
689,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,get_characters,,,,0.0008492678925220384
612,jaccard,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,get_characters,get_2grams,,,0.0008449354454519014
1069,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,get_4grams,,,0.0008400597465575031
871,manhattan,sentence_to_doc,get_tokens,get_stopwords,get_synsets,remove_non_alnum,get_2grams,,,0.0008379774730141084
701,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,get_characters,get_4grams,,,0.0008276749832621719
420,jaccard,sentence_to_doc,chunk_NEs,get_synsets,get_characters,get_2grams,,,,0.000825894098828269
692,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,get_characters,get_2grams,,,0.0008250387210266214
1312,jaccard,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,,,0.0008186455610787351
566,euclidean,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,get_2grams,,,,0.0008098583534696605
81,cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,,,,,,0.0008008022115407765
1036,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_4grams,,,0.0007967064669258055
608,jaccard,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,get_characters,,,,0.0007959768235460066
697,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,get_characters,get_3grams,,,0.0007859499612712047
614,euclidean,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,get_characters,get_2grams,,,0.0007788518031008365
974,euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_4grams,,,0.0007742468115344314
62,euclidean,sentence_to_doc,get_tokens,get_synsets,get_4grams,,,,,0.0007738619290566951
976,jaccard,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,,,,0.0007733246340848483
618,euclidean,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,get_characters,get_3grams,,,0.0007648702006563612
839,manhattan,sentence_to_doc,get_tokens,get_stopwords,get_token_text,remove_non_alnum,get_2grams,,,0.000764319493006877
991,manhattan,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_4grams,,,0.000760088038397845
806,euclidean,sentence_to_doc,get_tokens,get_stopwords,lemmatize_tokens,remove_non_alnum,get_2grams,,,0.0007593171858275422
1206,euclidean,sentence_to_doc,chunk_NEs,get_stopwords,get_token_text,remove_non_alnum,get_2grams,,,0.000754000583850781
196,jaccard,sentence_to_doc,get_tokens,get_synsets,get_characters,get_2grams,,,,0.0007539803960559926
137,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,get_characters,get_3grams,,,,0.0007527946369688237
97,cosine,sentence_to_doc,chunk_NEs,get_token_text,,,,,,0.000752544753166345
1605,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,0.0007499872433796739
136,jaccard,sentence_to_doc,get_tokens,lemmatize_tokens,get_characters,get_3grams,,,,0.0007480102841869333
615,manhattan,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,get_characters,get_2grams,,,0.0007411843372247109
163,manhattan,sentence_to_doc,get_tokens,get_token_text,get_characters,,,,,0.0007258944562366076
402,euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,,,,,0.0007246984000946358
975,manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_4grams,,,0.0007228555147629941
589,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,remove_non_alnum,get_characters,get_4grams,,,0.0007177734411739443
421,cosine,sentence_to_doc,chunk_NEs,get_synsets,get_characters,get_2grams,,,,0.0007177396708286602
661,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,get_characters,get_2grams,,,0.0007113059555909341
209,cosine,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,,,,,0.0007077616575327912
80,jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,,,,,,0.0007058213798806029
984,jaccard,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_3grams,,,0.0007038929843406861
378,euclidean,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_3grams,,,,0.0007021283502628068
609,cosine,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,get_characters,,,,0.0007005155977120956
181,cosine,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_2grams,,,,0.000699531733989094
1031,manhattan,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_2grams,,,0.0006960817403581064
416,jaccard,sentence_to_doc,chunk_NEs,get_synsets,get_characters,,,,,0.0006825728235088632
668,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,get_characters,get_4grams,,,0.0006812483773938331
961,cosine,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,,,,0.0006804727675025756
613,cosine,sentence_to_doc,get_tokens,get_synsets,remove_non_alnum,get_characters,get_2grams,,,0.0006741180756076138
1041,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,,,,0.0006735200944146828
1604,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,get_2grams,,0.0006734919312536198
411,manhattan,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_3grams,,,,0.0006666632984807264
185,cosine,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_3grams,,,,0.0006619408992586002
958,euclidean,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_4grams,,,0.000659637416128111
597,cosine,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_characters,get_2grams,,,0.0006551123062664689
193,cosine,sentence_to_doc,get_tokens,get_synsets,get_characters,,,,,0.0006541069901000361
1503,manhattan,sentence_to_doc,get_tokens,get_stopwords,get_synsets,remove_non_alnum,get_characters,get_4grams,,0.0006445663448651537
662,euclidean,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,get_characters,get_2grams,,,0.0006435069278553193
385,cosine,sentence_to_doc,chunk_NEs,get_token_text,get_characters,,,,,0.0006401551039968285
428,jaccard,sentence_to_doc,chunk_NEs,get_synsets,get_characters,get_4grams,,,,0.0006381153986307774
965,cosine,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_2grams,,,0.0006373519528384986
294,euclidean,sentence_to_doc,get_tokens,get_stopwords,get_pos_tags,get_2grams,,,,0.0006267455561240682
149,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,remove_non_alnum,get_2grams,,,,0.0006245526552065587
338,euclidean,sentence_to_doc,get_tokens,get_stopwords,get_synsets,,,,,0.000623889643627582
417,cosine,sentence_to_doc,chunk_NEs,get_synsets,get_characters,,,,,0.0006225772824640205
71,manhattan,sentence_to_doc,chunk_NEs,get_pos_tags,get_2grams,,,,,0.0006204742365587062
592,jaccard,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_characters,,,,0.0006188671378053112
700,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,get_characters,get_4grams,,,0.0006135469764476467
184,jaccard,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_3grams,,,,0.0006133926981053266
1026,euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,,,,0.000613162265787781
37,cosine,sentence_to_doc,get_tokens,get_token_text,get_2grams,,,,,0.0006100842817985736
494,euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_4grams,,,,0.0006083170275925226
113,cosine,sentence_to_doc,chunk_NEs,get_synsets,,,,,,0.0006066153495839608
551,manhattan,sentence_to_doc,chunk_NEs,get_stopwords,get_token_text,get_2grams,,,,0.0006028009299558972
672,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,remove_non_alnum,,,,0.0005993560513455977
13,cosine,sentence_to_doc,get_tokens,get_pos_tags,get_4grams,,,,,0.0005966060379928855
1025,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,,,,0.0005945419041945361
986,euclidean,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_3grams,,,0.0005942885462726388
563,manhattan,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,,,,,0.0005941683472521333
200,jaccard,sentence_to_doc,get_tokens,get_synsets,get_characters,get_3grams,,,,0.000592538268300488
1,cosine,sentence_to_doc,get_tokens,get_pos_tags,,,,,,0.0005919766105482874
205,cosine,sentence_to_doc,get_tokens,get_synsets,get_characters,get_4grams,,,,0.0005915756407319243
1040,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,,,,0.0005915262651783581
439,manhattan,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_2grams,,,,0.0005894728659586838
12,jaccard,sentence_to_doc,get_tokens,get_pos_tags,get_4grams,,,,,0.000588801930374135
696,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_synsets,get_characters,get_3grams,,,0.0005837996054156221
1235,manhattan,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,remove_non_alnum,,,,0.0005830072293673596
16,jaccard,sentence_to_doc,get_tokens,lemmatize_tokens,,,,,,0.0005788211779704764
192,jaccard,sentence_to_doc,get_tokens,get_synsets,get_characters,,,,,0.0005770025490584448
1629,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_characters,get_4grams,,0.0005710190700872381
233,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_pos_tags,get_3grams,,,,0.0005699910702246501
180,jaccard,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_2grams,,,,0.000569792266115958
497,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,,,,,0.0005686484253107251
866,euclidean,sentence_to_doc,get_tokens,get_stopwords,get_synsets,remove_non_alnum,,,,0.0005651239222063445
73,cosine,sentence_to_doc,chunk_NEs,get_pos_tags,get_3grams,,,,,0.0005642446913037642
257,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,,,,,0.000561895231321926
645,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_2grams,,,0.0005618390554289898
69,cosine,sentence_to_doc,chunk_NEs,get_pos_tags,get_2grams,,,,,0.0005616248634466999
17,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,,,,,,0.0005604847465173693
600,jaccard,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_characters,get_3grams,,,0.0005592375120058589
657,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,get_characters,,,,0.0005591522561575838
1056,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_synsets,get_characters,,,,0.000558621862433341
145,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,remove_non_alnum,,,,,0.0005567067849931919
656,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,get_characters,,,,0.0005564537641124008
596,jaccard,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_characters,get_2grams,,,0.0005511373333881984
449,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_pos_tags,,,,,0.0005499821299469219
49,cosine,sentence_to_doc,get_tokens,get_synsets,,,,,,0.0005493106279010377
72,jaccard,sentence_to_doc,chunk_NEs,get_pos_tags,get_3grams,,,,,0.0005489457871704444
4,jaccard,sentence_to_doc,get_tokens,get_pos_tags,get_2grams,,,,,0.0005474356793091329
1613,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,remove_non_alnum,get_characters,get_4grams,,0.0005474169738996237
424,jaccard,sentence_to_doc,chunk_NEs,get_synsets,get_characters,get_3grams,,,,0.0005447311661566053
1620,jaccard,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_characters,get_2grams,,0.0005444352841281965
1207,manhattan,sentence_to_doc,chunk_NEs,get_stopwords,get_token_text,remove_non_alnum,get_2grams,,,0.0005441963562152261
631,manhattan,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,,0.0005439391874592661
673,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,remove_non_alnum,,,,0.0005429656355374579
32,jaccard,sentence_to_doc,get_tokens,get_token_text,,,,,,0.0005418213201780847
401,cosine,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,,,,,0.0005418211518750443
182,euclidean,sentence_to_doc,get_tokens,get_token_text,remove_non_alnum,get_2grams,,,,0.0005405308565422474
981,cosine,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_2grams,,,0.0005403582011687309
664,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,get_characters,get_3grams,,,0.0005392537713129571
360,jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,get_characters,get_3grams,,,,0.0005365625889995701
386,euclidean,sentence_to_doc,chunk_NEs,get_token_text,get_characters,,,,,0.0005347521753173885
952,jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,get_characters,get_3grams,,,0.0005325737692527901
8,jaccard,sentence_to_doc,get_tokens,get_pos_tags,get_3grams,,,,,0.0005318328475456775
966,euclidean,sentence_to_doc,chunk_NEs,get_token_text,remove_non_alnum,get_characters,get_2grams,,,0.000529625702056865
68,jaccard,sentence_to_doc,chunk_NEs,get_pos_tags,get_2grams,,,,,0.0005296217673104983
1791,manhattan,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,remove_non_alnum,get_characters,get_4grams,,0.0005287435008268835
1033,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_3grams,,,0.0005277182935618888
665,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,get_characters,get_3grams,,,0.0005274936822035867
1029,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,get_characters,get_2grams,,,0.0005260528291401332
998,euclidean,sentence_to_doc,chunk_NEs,remove_stopwords,lemmatize_tokens,get_characters,get_2grams,,,0.000521360961036017
9,cosine,sentence_to_doc,get_tokens,get_pos_tags,get_3grams,,,,,0.0005195140717738383
368,jaccard,sentence_to_doc,chunk_NEs,lemmatize_tokens,remove_non_alnum,,,,,0.0005182791028085129
21,cosine,sentence_to_doc,get_tokens,lemmatize_tokens,get_2grams,,,,,0.0005119894802149667
1621,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,remove_non_alnum,get_characters,get_2grams,,0.000510332367857252
160,jaccard,sentence_to_doc,get_tokens,get_token_text,get_characters,,,,,0.0005102315637359251
228,jaccard,sentence_to_doc,get_tokens,remove_stopwords,get_pos_tags,get_2grams,,,,0.0005100217320222549
1234,euclidean,sentence_to_doc,chunk_NEs,get_stopwords,get_synsets,remove_non_alnum,,,,0.0005099801997532069
1329,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_token_text,remove_non_alnum,get_characters,,,0.0005085750809551423
481,cosine,sentence_to_doc,chunk_NEs,remove_stopwords,get_token_text,,,,,0.0005081718131559642
245,cosine,sentence_to_doc,get_tokens,remove_stopwords,lemmatize_tokens,get_2grams,,,,0.0005074322724648154
361,cosine,sentence_to_doc,chunk_NEs,lemmatize_tokens,get_characters,get_3grams,,,,0.0005073361021338657
534,euclidean,sentence_to_doc,chunk_NEs,get_stopwords,lemmatize_tokens,get_2grams,,,,0.0005062270830712839
983,manhattan,sentence_to_doc,chunk_NEs,get_synsets,remove_non_alnum,get_characters,get_2grams,,,0.0005061408143349126
225,cosine,sentence_to_doc,get_tokens,remove_stopwords,get_pos_tags,,,,,0.0005046690617692989
799,manhattan,sentence_to_doc,get_tokens,get_stopwords,lemmatize_tokens,get_characters,get_4grams,,,0.0005043593036368774
79,manhattan,sentence_to_doc,chunk_NEs,get_pos_tags,get_4grams,,,,,0.0005009650120924006
393,cosine,sentence_to_doc,chunk_NEs,get_token_text,get_characters,get_3grams,,,,0.0004998097839548685
388,jaccard,sentence_to_doc,chunk_NEs,get_token_text,get_characters,get_2grams,,,,0.0004993599633864097
36,jaccard,sentence_to_doc,get_tokens,get_token_text,get_2grams,,,,,0.0004968464591199477
295,manhattan,sentence_to_doc,get_tokens,get_stopwords,get_pos_tags,get_2grams,,,,0.000496374524454057
